-68.1443,133.341
-32.1273,-44.4043
-59.311,71.8808
55.7207,-3.88893
55.9693,14.8414
101.056,75.4212
-56.8908,98.0945
40.3776,-13.107
-134.186,62.9967
25.4222,-24.5147
-44.8483,96.3421
94.6434,-37.1625
-10.6239,-34.3363
36.4532,-5.16395
232.359,82.3509
45.1299,-38.8626
50.2635,1.30372
56.537,-48.8347
39.1127,-40.9125
-87.1011,109.296
64.5511,146.277
-58.8885,45.5718
63.0755,-26.9367
54.7007,3.68387
55.905,-46.6072
35.5772,-9.12434
58.5074,-22.3564
-68.8062,59.0133
41.4156,54.4016
49.5181,-74.8073
34.5813,-43.6461
132.086,-48.7779
42.0675,-22.065
34.5341,-46.9391
27.9181,-30.621
52.7017,0.904046
-0.660605,26.2231
40.6306,14.1433
108.915,92.262
37.8761,-42.6772
-81.401,76.4425
-33.9296,74.9589
70.5081,1.63762
51.8568,-14.1208
36.4282,-5.71929
-29.1257,29.2603
68.6223,-10.1145
-36.4296,68.0254
60.1137,-20.0067
75.8156,-76.4404
159.233,-38.3976
-25.7472,88.0514
-1.51944,-26.5192
2.03678,-135.073
35.9331,4.13231
75.8365,103.86
-57.1245,86.838
92.6726,-57.5875
72.6889,-28.9782
-62.0373,144.533
53.3407,-3.79989
-16.9533,100.594
-121.387,-93.6877
66.1597,-45.3426
46.0365,-12.3711
135.928,-21.2319
97.5538,-61.1155
23.0041,17.717
67.0264,-13.7155
-33.3993,-81.4894
-71.9854,82.6049
59.3663,-24.0083
-3.23236,9.98528
92.8161,16.281
-37.515,73.2077
35.1155,-4.99966
68.2841,-14.5859
46.0128,-23.9857
62.6127,-15.8866
67.0084,-11.7343
20.4727,24.0657
42.3564,-36.8069
45.3499,-21.0491
18.7435,-28.5958
56.4691,-11.6709
52.116,1.6049
-47.3994,50.5444
30.7601,19.7739
-141.811,251.427
-23.0305,112.597
-73.7006,99.027
43.0639,0.0880613
63.7445,-47.6692
-51.4673,79.0323
34.7248,-24.1139
-33.7786,138.789
-20.6673,169.195
32.4439,0.0375308
50.017,34.8115
